,year_to_date_return,years_up,years_down,fund_symbol,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,category_return_2020,fund_return_2020
6691,0.0104,30.0,5.0,FMINX,0.01269,-0.01007,0.01533,0.00853,0.02165,0.03713,0.05131
6693,0.0128,28.0,7.0,FMISX,0.0181,-0.01172,0.01692,0.00866,0.01746,0.04275,0.04587
6699,0.1259,5.0,2.0,FMLTX,0.06578,0.04677,0.11646,0.07953,0.18328,0.15102,0.16111
6707,0.007,20.0,5.0,FMNIX,0.01194,-0.01207,0.01454,0.00704,0.02003,0.03713,0.04587
6708,0.0095,2.0,0.0,FMNQX,0.0131,-0.01044,0.01495,0.00815,0.02127,0.03713,0.04974
6709,0.0109,10.0,1.0,FMNZX,0.01372,-0.00982,0.01557,0.00878,0.02106,0.03713,0.05232
6713,0.0154,22.0,3.0,FMOIX,0.01319,-0.00509,0.01761,0.0067,0.01692,0.04297,0.0401
6714,0.0204,3.0,0.0,FMOQX,0.01505,-0.00261,0.01867,0.00936,0.01881,0.04297,0.04669
6724,0.0179,2.0,0.0,FMQOX,0.01435,-0.00414,0.01796,0.00864,0.01809,0.04297,0.04463
6725,0.0865,4.0,3.0,FMQRX,0.02766,0.06095,0.13113,0.02696,0.092,0.06177,-0.01792
6726,0.0831,7.0,4.0,FMQSX,0.02639,0.05983,0.12978,0.02528,0.09134,0.06177,-0.02379
6727,0.0154,2.0,0.0,FMQTX,0.01222,-0.00444,0.01432,0.0102,0.01965,0.04297,0.05027
6740,0.1611,4.0,3.0,FMSHX,0.05597,0.10782,0.17636,0.02703,0.11605,0.15414,-0.04268
6745,0.0168,11.0,1.0,FMTFX,0.01283,-0.00382,0.01493,0.00996,0.02111,0.04297,0.05281
6746,0.0899,17.0,7.0,FMTIX,0.05346,0.02204,0.07646,0.05459,0.13157,0.11719,0.12372
6747,0.1048,5.0,2.0,FMTLX,0.05788,0.03428,0.09866,0.06734,0.15441,0.14042,0.1382
6748,0.091,11.0,4.0,FMTZX,0.05458,0.02201,0.07785,0.05522,0.13212,0.11719,0.1272
6755,0.1298,7.0,4.0,FMURX,0.04313,0.07842,0.17028,0.0056,0.1757,0.0798,-0.06758
6767,0.1281,5.0,2.0,FNCFX,0.03673,0.07955,0.11758,0.02996,0.07377,0.08856,0.03775
6768,0.0149,22.0,3.0,FNCIX,0.01467,-0.00744,0.0138,0.00615,0.01932,0.04297,0.03943
6770,0.0184,3.0,0.0,FNCQX,0.01668,-0.00586,0.01579,0.00801,0.02049,0.04297,0.04718
6771,0.21,7.0,8.0,FNCRX,0.09693,0.17514,0.27305,-0.06887,0.35603,0.1637,-0.22166
6772,0.2193,3.0,4.0,FNCSX,0.10085,0.17857,0.27756,-0.06615,0.35979,0.1637,-0.21145
6773,0.0182,10.0,1.0,FNCZX,0.01745,-0.00678,0.01657,0.00792,0.02041,0.04297,0.04681
6781,0.0586,9.0,3.0,FNGAX,0.0809,-0.02837,0.14341,0.09505,0.32704,0.25479,0.32525
6782,0.0545,8.0,4.0,FNGDX,0.07895,-0.02995,0.14101,0.09259,0.32542,0.25479,0.315
6784,0.0574,8.0,4.0,FNGRX,0.08091,-0.02916,0.1422,0.0942,0.32698,0.25479,0.32193
6785,0.0602,9.0,3.0,FNGZX,0.08194,-0.02779,0.14365,0.09586,0.32856,0.25479,0.32864
6789,0.0232,22.0,3.0,FNIIX,0.01849,-0.00281,0.02504,0.01402,0.00985,0.04539,0.03412
6794,0.0267,2.0,0.0,FNJQX,0.01975,-0.00097,0.02551,0.01523,0.01007,0.04539,0.03775
6795,0.0276,3.0,0.0,FNJRX,0.02138,-0.00114,0.02716,0.0151,0.01171,0.04539,0.0417
6796,0.0274,11.0,1.0,FNJZX,0.02127,-0.00122,0.02705,0.01498,0.0116,0.04539,0.04126
6811,0.2172,14.0,10.0,FNRAX,0.10005,0.17789,0.27655,-0.06658,0.35816,0.1637,-0.21384
6825,0.0722,2.0,1.0,FNWFX,0.09338,0.00807,0.19381,0.08187,0.24545,0.17903,0.2529
6826,0.0248,17.0,2.0,FNYAX,0.0243,-0.00761,0.02664,0.00528,0.02087,0.04548,0.0475
6828,0.021,21.0,4.0,FNYIX,0.02361,-0.0101,0.02503,0.00366,0.01925,0.04548,0.04081
6830,0.0234,2.0,0.0,FNYQX,0.0246,-0.00911,0.02695,0.00466,0.01933,0.04548,0.04587
6831,0.0233,33.0,5.0,FNYTX,0.02496,-0.00874,0.02731,0.00503,0.02062,0.04548,0.0474
6832,0.0173,10.0,2.0,FNYZX,0.01713,-0.00733,0.02382,0.00695,0.00787,0.03481,0.03992
6840,0.0157,2.0,0.0,FOFQX,0.01759,-0.00998,0.01895,0.00552,0.02056,0.04297,0.0483
6841,0.0174,3.0,0.0,FOFRX,0.0183,-0.00929,0.01966,0.00623,0.02127,0.04297,0.05123
6842,0.0181,10.0,1.0,FOFZX,0.01907,-0.00937,0.01872,0.007,0.02032,0.04297,0.05091
6849,0.0124,2.0,0.0,FOHQX,0.01732,-0.01165,0.01322,0.00825,0.01952,0.04837,0.049
6854,0.0099,21.0,4.0,FOITX,0.01607,-0.01323,0.01203,0.00711,0.01905,0.04837,0.04425
6868,0.1501,5.0,2.0,FOPPX,0.16115,-0.02334,0.11673,0.12324,0.33377,0.35862,0.45873
6871,0.0131,22.0,3.0,FORIX,0.01714,-0.01082,0.01764,0.00441,0.01925,0.04297,0.04349
6883,0.1342,23.0,4.0,FPACX,0.03262,0.09758,0.18149,0.03801,0.15002,0.11719,0.12105
6885,0.0236,2.0,0.0,FPAQX,0.01945,-0.00446,0.01915,0.00851,0.01294,0.04411,0.04211
6896,0.0136,2.0,0.0,FPFIX,0.00538,0.0074,0.01343,0.01418,0.03301,0.03443,0.04704
6897,0.025,10.0,1.0,FPFZX,0.02106,-0.00384,0.01977,0.00913,0.01356,0.04411,0.04356
6910,0.0087,37.0,0.0,FPNIX,0.0029,0.00373,0.00539,0.00713,0.02659,0.03809,0.02511
6920,0.169,28.0,8.0,FPPFX,0.12462,0.01277,0.08633,0.12078,0.24455,0.35862,0.24795
6933,0.062,1.0,0.0,FQCHX,0.03707,0.01352,0.04067,0.03432,0.02358,0.03667,0.04273
6934,0.0165,2.0,0.0,FQCTX,0.01302,-0.00392,0.01313,0.0105,0.0187,0.04297,0.03861
6935,0.0205,2.0,0.0,FQFLX,0.01762,-0.00476,0.0163,0.01303,0.01247,0.04297,0.03949
6939,0.0243,2.0,0.0,FQLAX,0.01672,-0.00033,0.01844,0.0133,0.00286,0.04297,0.04158
6941,0.0181,2.0,0.0,FQMDX,0.01714,-0.00776,0.01824,0.01214,0.00847,0.04297,0.03476
6942,0.0167,2.0,0.0,FQNCX,0.01682,-0.0074,0.01506,0.00729,0.02065,0.04297,0.0442
6943,0.1741,1.0,0.0,FQTEX,0.06803,0.08681,0.11994,0.04282,0.15168,0.02911,0.03332
6944,0.0604,1.0,0.0,FQTHX,0.03243,0.01097,0.04083,0.04303,0.03225,0.04507,0.04932
6945,0.0615,1.0,0.0,FQTIX,0.03171,0.03012,0.09571,0.05693,0.05768,0.04905,0.03681
6947,0.1495,14.0,7.0,FRAAX,0.16091,-0.02356,0.11657,0.12291,0.33342,0.35862,0.45729
6948,0.0282,15.0,4.0,FRACX,0.02392,-0.00301,0.03981,0.02586,0.08032,0.04842,0.07137
6949,0.0261,28.0,5.0,FRALX,0.02143,-0.00492,0.01515,0.00946,0.01678,0.04297,0.04728
6954,-0.0953,5.0,2.0,FRBRX,0.00991,-0.05396,0.10922,0.03798,0.29171,0.27625,0.30343
6955,0.2159,21.0,9.0,FRBSX,0.05744,0.15344,0.21757,0.04925,0.15975,0.02633,-0.02459
6959,0.0192,29.0,4.0,FRCOX,0.01761,-0.00604,0.01898,0.01068,0.02137,0.04297,0.04963
6960,0.1893,5.0,2.0,FRCSX,0.00609,0.20079,0.27298,0.01443,0.2305,0.04017,0.05831
6961,0.0203,21.0,4.0,FRCTX,0.02092,-0.00864,0.02291,0.00869,0.03041,0.04587,0.04716
6962,0.0131,10.0,2.0,FRCZX,0.01229,-0.00587,0.01326,0.00863,0.02654,0.03667,0.03558
6963,0.1744,11.0,4.0,FRDAX,0.08303,0.04158,0.11522,0.09636,0.19779,0.15827,0.16598
6964,0.1726,25.0,8.0,FRDPX,0.08234,0.0409,0.11463,0.09549,0.1971,0.15827,0.16305
6965,0.171,14.0,4.0,FRDRX,0.08162,0.04041,0.1138,0.09471,0.19634,0.15827,0.1599
6966,0.1676,19.0,6.0,FRDTX,0.08036,0.03901,0.11248,0.0935,0.19471,0.15827,0.15427
6968,0.2575,20.0,6.0,FREEX,0.12401,0.06313,0.06362,0.01929,0.12488,-0.04488,-0.03505
6970,0.1606,14.0,4.0,FREIX,0.06092,0.06925,0.1188,0.06893,0.14063,0.02911,0.05347
6971,0.0813,10.0,4.0,FRELX,0.04944,0.01979,0.07594,0.04826,0.11629,0.11841,0.09997
6972,0.0024,5.0,2.0,FRERX,0.0259,-0.03248,0.02475,0.0191,0.07337,0.08056,0.07595
6974,0.1572,19.0,6.0,FRETX,0.05978,0.06776,0.11752,0.06713,0.13943,0.02911,0.04796
6979,0.0177,22.0,3.0,FRFIX,0.01622,-0.00565,0.01493,0.01253,0.01042,0.04297,0.03469
6980,0.0214,29.0,4.0,FRFLX,0.01801,-0.00439,0.0167,0.01342,0.01286,0.04297,0.04109
6982,0.0221,3.0,0.0,FRFQX,0.01831,-0.00405,0.01699,0.01373,0.01317,0.04297,0.04241
6983,0.0255,22.0,3.0,FRFTX,0.0226,-0.00523,0.02573,0.00853,0.02145,0.05363,0.05062
6986,-0.039,13.0,12.0,FRGOX,0.05201,-0.10624,0.04915,0.13164,0.69212,0.34379,0.42512
6987,0.1442,20.0,5.0,FRGSX,0.0921,0.01742,0.12662,0.11251,0.23619,0.35862,0.29668
6988,0.05,29.0,5.0,FRHIX,0.03349,0.00636,0.03769,0.02111,0.03104,0.0345,0.05859
6990,0.1234,19.0,5.0,FRIAX,0.03676,0.07502,0.11747,0.02981,0.0792,0.08856,0.03723
6998,0.1748,5.0,2.0,FRISX,0.08321,0.04171,0.11552,0.09641,0.19806,0.15827,0.16698
7000,0.0206,2.0,0.0,FRKQX,0.01328,0.00025,0.01438,0.01086,0.00908,0.04297,0.03622
7002,0.0215,25.0,4.0,FRKYX,0.01367,0.00063,0.01478,0.01125,0.00946,0.04297,0.0378
7003,0.2601,18.0,6.0,FRLAX,0.12422,0.06446,0.06361,0.02011,0.12564,-0.04488,-0.03277
7005,0.1268,5.0,2.0,FRLEX,0.06645,0.04751,0.11944,0.08094,0.18603,0.15247,0.16593
7007,0.259,17.0,8.0,FRMCX,0.03386,0.23053,0.27923,0.05266,0.16763,0.04017,0.0354
7008,0.0197,29.0,4.0,FRMOX,0.01389,-0.00294,0.01836,0.00903,0.01849,0.04297,0.04624
7010,0.0128,21.0,4.0,FRMTX,0.01102,-0.00537,0.01309,0.00902,0.01922,0.04297,0.0463
7011,0.0194,10.0,1.0,FRMZX,0.01498,-0.00352,0.0186,0.00928,0.01873,0.04297,0.04724
7012,0.0268,28.0,4.0,FRNJX,0.02016,-0.00147,0.02682,0.01474,0.01136,0.04539,0.04025
7014,0.2156,15.0,10.0,FRNRX,0.09949,0.17718,0.27548,-0.06769,0.35829,0.1637,-0.21617
7015,0.0594,20.0,5.0,FROTX,0.043,0.01433,0.1671,0.08357,0.32714,0.39914,0.45139
7016,0.0138,10.0,2.0,FROZX,0.01794,-0.01103,0.01385,0.00888,0.02014,0.04837,0.05159
7017,0.0235,29.0,5.0,FRPAX,0.02085,-0.00509,0.01954,0.00889,0.01435,0.04411,0.04362
7018,0.0253,3.0,0.0,FRPRX,0.02116,-0.00375,0.01986,0.00923,0.01365,0.04411,0.04395
7019,0.0209,22.0,3.0,FRPTX,0.01916,-0.0054,0.01788,0.00738,0.01178,0.04411,0.03742
7023,0.1127,20.0,8.0,FRSGX,0.10006,0.00299,0.17751,0.12861,0.41369,0.39262,0.55958
7024,0.1081,17.0,8.0,FRSIX,0.09819,0.00113,0.17527,0.12651,0.41133,0.39262,0.54785
7027,0.0199,23.0,3.0,FRSTX,0.02457,-0.00735,0.0396,0.02513,0.07398,0.04842,0.03482
7028,0.1036,10.0,4.0,FRTAX,0.05766,0.03391,0.0979,0.06553,0.15495,0.14042,0.13444
7029,0.0333,10.0,4.0,FRTCX,0.03218,-0.00309,0.06455,0.02223,0.06187,0.09035,0.07623
7030,0.0232,23.0,3.0,FRTIX,0.01551,-0.00038,0.01529,0.01024,0.01415,0.04297,0.04031
7031,0.0729,5.0,2.0,FRTSX,0.04689,0.01371,0.0658,0.04136,0.10273,0.10795,0.09447
7032,0.0722,18.0,6.0,FRUAX,0.00223,0.03316,0.07599,0.03608,0.03347,0.00894,-0.01785
7033,-0.0128,23.0,2.0,FRUGX,-0.00395,-0.01052,0.00283,-0.00474,0.00388,0.05647,0.02804
7034,0.0689,15.0,3.0,FRURX,0.00099,0.03124,0.07513,0.03466,0.03211,0.00894,-0.0221
7035,0.0682,19.0,6.0,FRUSX,0.00061,0.03141,0.07431,0.03432,0.0318,0.00894,-0.0241
7036,0.0145,29.0,4.0,FRVAX,0.01629,-0.01025,0.01682,0.0062,0.02028,0.04297,0.03908
7037,0.1819,15.0,9.0,FRVFX,0.00329,0.19764,0.26919,0.01166,0.22667,0.04017,0.04566
7038,0.187,15.0,9.0,FRVLX,0.0053,0.19968,0.27169,0.01353,0.22876,0.04017,0.05388
7039,0.0153,3.0,0.0,FRVRX,0.01754,-0.00989,0.01626,0.00655,0.02062,0.04297,0.03958
7040,0.0151,10.0,1.0,FRVZX,0.01653,-0.00999,0.01706,0.00645,0.02052,0.04297,0.04009
7064,-0.0005,3.0,0.0,FSBTX,7e-05,-0.00117,0.00202,0.00398,0.01249,0.03809,0.03911
7094,0.2617,5.0,2.0,FSERX,0.12552,0.06432,0.06438,0.02046,0.12559,-0.04488,-0.03129
7099,0.1144,17.0,7.0,FSGAX,0.10074,0.00355,0.17831,0.12906,0.41474,0.39262,0.56352
7100,0.0175,19.0,3.0,FSGCX,0.02351,-0.00838,0.03853,0.024,0.07285,0.04842,0.03053
7104,0.0687,14.0,6.0,FSGRX,0.04635,0.05627,0.21967,0.09876,0.42551,0.38623,0.41138
7120,0.0466,8.0,3.0,FSIPX,0.02328,0.00094,0.01531,0.02419,0.03729,0.10007,0.08261
7123,0.1221,13.0,2.0,FSIUX,0.02952,0.09051,0.10504,0.02819,0.11086,0.02911,0.00884
7128,0.0262,5.0,2.0,FSKKX,0.02864,0.00164,0.05474,0.03369,0.05224,0.01632,0.06756
7141,-0.0016,8.0,0.0,FSMFX,0.00295,-0.01115,0.00355,0.00429,0.01645,0.08056,0.03342
7142,-0.0039,7.0,1.0,FSMHX,0.00195,-0.01213,0.00254,0.00328,0.01547,0.08056,0.02822
7143,-0.0012,25.0,2.0,FSMIX,0.00248,-0.01053,0.00525,0.00491,0.01706,0.08056,0.03595
7144,0.0709,5.0,2.0,FSMLX,0.04726,0.05704,0.22107,0.09976,0.42712,0.38623,0.41752
7147,-0.0007,3.0,0.0,FSMQX,0.00158,-0.00915,0.00559,0.00417,0.01853,0.08056,0.03736
7148,0.111,17.0,6.0,FSMRX,0.09956,0.0022,0.17674,0.12802,0.41289,0.39262,0.55586
7153,-0.0001,8.0,0.0,FSMZX,0.00248,-0.00947,0.00418,0.00492,0.01706,0.08056,0.03486
7187,0.0701,14.0,6.0,FSSAX,0.04701,0.05693,0.22041,0.09915,0.42668,0.38623,0.41499
7192,0.0669,14.0,4.0,FSSRX,0.04573,0.05538,0.21897,0.09786,0.42519,0.38623,0.40782
7197,0.2805,21.0,15.0,FSTEX,0.1219,0.25429,0.30096,-0.17313,0.27863,-0.24537,-0.32161
7205,0.0011,10.0,1.0,FSTTX,0.00176,-0.00184,0.00237,0.00582,0.0171,0.02277,0.02723
7206,0.1202,27.0,7.0,FSTUX,0.02885,0.08965,0.10407,0.02759,0.10945,0.02911,0.00569
7234,0.0187,29.0,4.0,FTAZX,0.01709,-0.00562,0.02107,0.00935,0.02093,0.04297,0.04475
7237,0.0566,18.0,6.0,FTCCX,0.04135,0.0041,0.05278,0.03688,0.10037,0.08856,0.08512
7240,0.112,28.0,8.0,FTCHX,0.10338,0.00799,0.11837,0.12524,0.32619,0.55912,0.46065
7241,0.0612,18.0,6.0,FTCIX,0.04298,0.00583,0.05521,0.03887,0.10175,0.08856,0.09305
7242,0.1266,13.0,4.0,FTCLX,0.08148,0.03292,0.14163,0.07671,0.19757,0.15414,0.17407
7244,0.1315,13.0,4.0,FTCOX,0.08355,0.03513,0.14376,0.07856,0.20012,0.15414,0.18276
7245,0.0602,14.0,4.0,FTCRX,0.0425,0.00596,0.05397,0.03757,0.10236,0.08856,0.08983
7248,0.0624,11.0,4.0,FTCZX,0.04363,0.00636,0.05595,0.03951,0.10239,0.08856,0.09578
7251,-0.0959,9.0,2.0,FTDZX,0.00968,-0.05421,0.10909,0.03771,0.29143,0.27625,0.30225
7259,0.219,2.0,1.0,FTEQX,0.14314,0.0913,0.18595,0.07986,0.28214,0.17903,0.10092
7260,0.2147,10.0,4.0,FTESX,0.14103,0.08971,0.18416,0.07847,0.28037,0.17903,0.09435
7266,0.0226,2.0,0.0,FTFQX,0.02187,-0.00891,0.02383,0.00967,0.03133,0.04587,0.05119
7267,0.0042,9.0,0.0,FTFZX,0.00436,-0.00371,0.00679,0.00592,0.01672,0.02277,0.02908
7268,0.02,29.0,4.0,FTGAX,0.01452,-0.00302,0.01739,0.01089,0.01973,0.04297,0.0442
7275,0.1128,16.0,8.0,FTGTX,0.062,0.03569,0.09775,0.06743,0.16043,0.13511,0.13743
7298,0.0842,5.0,2.0,FTLMX,0.05123,0.02088,0.07781,0.04951,0.11774,0.11841,0.10641
7299,0.1334,2.0,1.0,FTLQX,0.08417,0.03596,0.14504,0.07939,0.20086,0.15414,0.18692
7304,0.0248,3.0,0.0,FTMQX,0.01579,-6e-05,0.01471,0.0115,0.01356,0.04297,0.04169
7305,0.0875,14.0,4.0,FTMRX,0.05299,0.02082,0.07649,0.05399,0.13031,0.11719,0.12167
7307,0.0842,16.0,8.0,FTMTX,0.05133,0.01958,0.07479,0.05291,0.12911,0.11719,0.11566
7308,0.0247,4.0,0.0,FTMZX,0.01575,0.00076,0.01462,0.01049,0.0144,0.04297,0.04039
7310,0.014,29.0,6.0,FTOIX,0.01771,-0.01129,0.01362,0.00786,0.0207,0.04837,0.04979
7313,0.1132,15.0,7.0,FTPIX,0.10395,0.00825,0.11929,0.12576,0.32698,0.55912,0.46445
7315,0.1134,2.0,1.0,FTPSX,0.10409,0.00836,0.11933,0.12582,0.32692,0.55912,0.46487
7317,0.0232,2.0,0.0,FTQMX,0.01512,0.00015,0.01399,0.00985,0.01377,0.04297,0.0378
7318,0.0376,10.0,4.0,FTRAX,0.03379,-0.00108,0.06679,0.02306,0.06426,0.09035,0.08397
7320,0.0986,10.0,4.0,FTRCX,0.05514,0.0321,0.09523,0.06443,0.15149,0.14042,0.12623
7327,-0.0002,14.0,4.0,FTRRX,0.02462,-0.03333,0.02243,0.01787,0.07275,0.08056,0.06939
7328,0.0831,10.0,4.0,FTRTX,0.05066,0.02032,0.07638,0.04889,0.11641,0.11841,0.10263
7333,0.1235,10.0,4.0,FTTAX,0.06498,0.04589,0.11507,0.07938,0.18242,0.15102,0.1576
7334,0.0787,10.0,4.0,FTTCX,0.04815,0.01917,0.07394,0.04771,0.11468,0.11841,0.09443
7337,0.0163,30.0,5.0,FTTMX,0.01262,-0.00408,0.01473,0.00974,0.02092,0.04297,0.05191
7339,-0.0211,5.0,2.0,FTTRX,0.0172,-0.02798,0.00827,-0.00549,0.00362,0.03443,-0.05559
7367,0.0721,5.0,2.0,FUFRX,0.00246,0.03283,0.07673,0.03631,0.03366,0.00894,-0.0166
7384,0.1557,2.0,1.0,FUNFX,0.07367,0.06387,0.14081,0.07033,0.19313,0.15827,0.15323
7387,-0.0105,23.0,1.0,FUSAX,-0.00396,-0.00879,0.00444,-0.00138,0.00378,0.05647,0.0361
7392,-0.0135,16.0,2.0,FUSRX,-0.00524,-0.01008,0.00317,-0.00274,0.00417,0.05647,0.031
7395,0.1887,16.0,8.0,FVADX,0.00577,0.20049,0.27249,0.01416,0.22961,0.04017,0.05655
7396,0.011,22.0,3.0,FVAIX,0.0155,-0.01229,0.01513,0.00469,0.01856,0.04297,0.03284
7398,0.0136,2.0,0.0,FVAQX,0.01591,-0.01061,0.01644,0.00582,0.01898,0.04297,0.03659
7400,0.0426,11.0,3.0,FVCAX,0.0292,0.00269,0.0311,0.01955,0.03129,0.04587,0.04632
7406,0.1853,12.0,6.0,FVFRX,0.00452,0.19912,0.27083,0.01267,0.22859,0.04017,0.05113
7408,0.0413,18.0,6.0,FVHIX,0.02957,0.00735,0.05891,0.04959,0.0884,0.04905,0.06921
7424,0.2607,10.0,5.0,FVRMX,0.03446,0.23101,0.27985,0.05359,0.16762,0.04017,0.03812
7438,0.1049,2.0,1.0,FWGIX,0.05766,0.04465,0.14614,0.07108,0.18355,0.1296,0.15762
7444,0.1715,2.0,1.0,FWMIX,0.06381,0.08625,0.11473,0.05903,0.1656,0.15827,0.0806
7463,0.0174,28.0,4.0,FXCTX,0.01342,-0.00355,0.01452,0.0099,0.0191,0.04297,0.04021
7471,0.0185,29.0,4.0,FXNCX,0.01634,-0.00618,0.01546,0.00767,0.02016,0.04297,0.04489
7516,-0.0396,0.0,1.0,GAAGX,0.01103,-0.02309,0.02863,0.02,0.01987,0.01632,-0.00478
7520,-0.038,0.0,1.0,GAAVX,0.01207,-0.02256,0.02907,0.02054,0.02093,0.01632,-0.00274
7545,0.1227,2.0,1.0,GAFFX,0.08389,0.02547,0.16123,0.11123,0.26123,0.35862,0.38284
7559,0.1106,6.0,2.0,GAIEX,0.05861,0.04037,0.11529,0.06016,0.16331,0.13511,0.16613
7560,0.1094,6.0,2.0,GAIFX,0.05802,0.03981,0.114,0.05956,0.16284,0.13511,0.16268
7562,0.1119,2.0,1.0,GAIHX,0.05893,0.04122,0.1151,0.0605,0.16386,0.13511,0.16689
7565,0.105,6.0,2.0,GAITX,0.05601,0.03861,0.11192,0.05804,0.16045,0.13511,0.15479
7613,0.1043,12.0,3.0,GBATX,0.02065,0.09441,0.11508,0.03852,0.13337,0.06177,0.04819
7622,0.048,5.0,4.0,GBFFX,0.00299,0.06359,0.05856,0.02127,0.094,0.06177,-0.03356
7629,0.0635,7.0,2.0,GBLCX,0.04212,0.01458,0.09928,0.03008,0.11966,0.06177,0.09686
7630,0.0679,7.0,2.0,GBLEX,0.04388,0.0163,0.10127,0.03196,0.12161,0.06177,0.10464
7631,0.0694,7.0,2.0,GBLFX,0.0446,0.017,0.10202,0.03269,0.12236,0.06177,0.1075
7653,0.2508,1.0,0.0,GCAVX,0.03384,0.23917,0.27427,0.05472,0.23013,0.04017,0.02391
7660,0.1195,2.0,1.0,GCCHX,0.03918,0.08468,0.33304,0.18292,0.26115,0.2489,0.42864
7686,-0.0098,8.0,3.0,GCGGX,-0.00142,-0.00789,0.00447,-0.00279,0.0091,0.05647,0.02232
7758,0.1719,9.0,3.0,GDIIX,0.04481,0.12752,0.14536,0.01626,0.16021,0.02911,-0.00776
7761,0.1321,2.0,0.0,GDIVX,0.05002,0.09638,0.18315,0.05882,0.18296,0.1296,0.1156
7780,-0.0154,4.0,3.0,GEDOX,0.03855,0.00484,0.14189,0.11693,0.16411,0.17903,0.18387
7781,-0.016,6.0,3.0,GEDTX,0.03816,0.00447,0.14188,0.11645,0.16347,0.17903,0.18232
7782,0.0616,3.0,4.0,GEFAX,0.04014,0.01561,0.07705,0.03875,0.02918,0.0983,0.05497
7783,0.063,4.0,3.0,GEFIX,0.04075,0.01639,0.07784,0.03857,0.03004,0.0983,0.05772
7795,0.0423,11.0,6.0,GEMMX,0.02503,0.0603,0.15387,0.04238,0.15932,0.17903,0.05652
7806,0.1823,3.0,1.0,GEQIX,0.05657,0.09513,0.1147,0.04206,0.18447,0.02911,0.06737
7819,0.1158,15.0,4.0,GFACX,0.0809,0.02278,0.15818,0.10827,0.25766,0.35862,0.3681
7820,0.1204,15.0,4.0,GFAFX,0.08285,0.02462,0.15999,0.11035,0.25998,0.35862,0.37759
7821,0.0702,2.0,1.0,GFBLX,0.04462,0.01752,0.10204,0.03329,0.12242,0.06177,0.10846
7825,0.1221,10.0,2.0,GFFFX,0.08357,0.02525,0.16101,0.11085,0.2608,0.35862,0.38132
7882,0.0776,2.0,0.0,GGKPX,0.04006,0.02359,0.08382,0.04331,0.11392,0.08856,0.09986
7892,0.0039,2.0,0.0,GGOPX,0.00053,0.00317,0.00331,0.00953,0.02646,0.01341,0.00976
7908,0.1869,4.0,1.0,GGSOX,0.14319,0.01168,0.20435,0.10084,0.378,0.2489,0.40686
7914,0.1883,4.0,1.0,GGSYX,0.14358,0.01203,0.2053,0.10185,0.37849,0.2489,0.41127
7940,0.0474,5.0,0.0,GHYMX,0.02774,0.00992,0.03292,0.02594,0.02747,0.0345,0.03727
7960,0.0879,16.0,8.0,GIEAX,0.03694,0.06868,0.15117,0.05147,0.16298,0.00882,0.06968
7973,-0.0038,10.0,1.0,GIGGX,0.0012,-0.0053,0.00719,-8e-05,0.01173,0.05647,0.03245
7977,-0.0061,3.0,0.0,GIGTX,0.00049,-0.00599,0.00646,-0.00081,0.01102,0.05647,0.03026
8012,0.1142,9.0,5.0,GIOTX,0.04473,0.07356,0.14989,0.05603,0.16352,0.00882,0.074
8033,0.1986,4.0,1.0,GISOX,0.15471,0.00905,0.16744,0.12515,0.36187,0.28395,0.38155
8036,0.2004,4.0,1.0,GISYX,0.15522,0.00946,0.16852,0.12574,0.36283,0.28395,0.38494
8059,0.0777,8.0,2.0,GKIRX,0.03996,0.02383,0.08298,0.04317,0.1134,0.08856,0.09803
8061,0.0968,2.0,0.0,GLAGX,0.04707,0.06995,0.2061,0.08261,0.23545,0.1296,0.23503
8142,0.1254,14.0,8.0,GMCFX,0.05094,0.07509,0.14814,0.05833,0.16389,0.00882,0.07527
8146,0.2247,15.0,2.0,GMCQX,0.06377,0.13254,0.1351,0.06056,0.19787,0.02911,0.13753
8154,0.0412,6.0,5.0,GMEMX,0.02457,0.05951,0.15367,0.04197,0.15854,0.17903,0.05462
8165,0.1249,16.0,8.0,GMICX,0.05066,0.075,0.1476,0.0583,0.16335,0.00882,0.07375
8181,0.0416,17.0,10.0,GMOEX,0.02477,0.05963,0.15377,0.04216,0.15882,0.17903,0.05533
8183,0.1249,23.0,10.0,GMOIX,0.05086,0.07496,0.14753,0.05848,0.16359,0.00882,0.07455
8206,0.2234,30.0,5.0,GMUEX,0.06315,0.13191,0.13578,0.05962,0.19808,0.02911,0.13689
8213,0.0671,19.0,5.0,GMWAX,0.03134,0.04656,0.10151,0.03764,0.1155,0.06177,0.0614
8238,-0.0264,7.0,3.0,GOBAX,0.02488,-0.04097,0.1023,0.03728,0.10688,0.08348,0.12169
8246,0.1775,6.0,3.0,GOFIX,0.07877,0.11675,0.3817,0.08709,0.26593,0.1637,0.22488
8266,0.1774,4.0,3.0,GOVIX,0.07864,0.11668,0.38203,0.08742,0.26598,0.1637,0.22546
8276,0.1148,5.0,2.0,GPEIX,0.12375,0.01974,0.19783,0.09819,0.2937,0.17903,0.3103
8277,0.1132,5.0,2.0,GPEOX,0.12345,0.01927,0.19691,0.0981,0.29376,0.17903,0.3071
8279,0.1772,1.0,0.0,GPGCX,0.0668,0.09233,0.26011,0.11179,0.25969,0.2489,0.24973
8280,0.2028,8.0,1.0,GPGIX,0.11472,0.0502,0.23443,0.12727,0.375,0.2489,0.45188
